segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0500,1577.94,1580.32,2.38,"Donc je connais... voilà, je peux circuler en connaissant les rues.",n gojconet voilà je peux circuler en conaisant les rues,I can walk around knowing the streets.,"So I know ... There you go, I can walk around knowing the streets.","Well, Well, I can circula... I can travel by knowing the streets... Well, well... Well... Well... Well... There... I could circula... while I can be circula... by circulaing while I know where I know... Well! Well... So... Well Well... Here... Well... Well... I... I. Well.... Well? Well... Yes, I..... By... By myself... By me... By Me... By Well... By. Well, By... Wellwell... By means... By my... By well... By “ Well... ” Well... Wow... WellWell... By By... by... By — Well... Oh Well... Then... By... Well. Well Well, by... Well。 Well... Over... Wellby... Well.. Well... That... Well then... Well Indo... Well Inde... Well; Well... Now... By, I... By by... by. By. By... On... By Knowing... By: Well. By Well. So... By My... Welldes... Wellbe... Well By... So. Well! By...... Wellwhere... Well indeed... Well Good... Well..... Well... Where... Wellpe... Well- Well... From... Well...). Well... But... Well here... Well well.. So Well...... So, Well... Some... Well – Well... For... Well Therefore... Wellbes... Well Sud... Well Bordeaux... Wellsay... Well Be... Well However... Well that... Well of... Well so... Well No... Wellbar... Wellfor... Wellso... Well Ainsi... Well bon... Well cause... Well sport... Welloch... Wellthough... Well surf... Wellable... Wellcirc... Well I... Welltravel... I Can... Well So... So Well. You Well...... Well Well. I......... I am... Wellbon Well... Of... Wellben Well... Qui... Well Actually... Well Sur... Well Surf... Well...... Well... well... I, Well Well Well well...... Inde Well... In Well... Although... Wellno... Welldo... Wellthat... Well Bet... Wellbo... Wellbut... Wellof Well... As... WellOK Well...well... Wellまあ Well... If... Well than... Wellthen... Wellyes... WellBe... Wellrespect... Well interlocutor... Well Than... Welldon Well... And... Wellber Well... Con... Wellon... Wellcom... Wellto... Wellspe Well... Since... Well Because... Well"
seg_0501,1580.42,1582.36,1.94,"Là, pour moi, c'est un nouveau quartier que j'ai pas encore.",pour moi ças un nouveau quartier que jai pas encore,"For me, it's a new neighbourhood that I don't have yet.","For me, it's a new neighborhood that I don't have yet.","For me, that’s a new portfolio, but I don’t even have any more cards. I can’t still find another cards."
seg_0502,1584.18,1588.92,4.74,"Donc comme je serais perdue en voiture, je m'aventure pas trop.",donc come je serais perdu en voiture maventure pas to,"So, as I would be lost in the car, I don't really venture.","So, as I would be lost in the car, I don't really venture.","So, as I would be lost in a car, I’m going to have a father-in-law adventure."
seg_0503,1589.02,1592.98,3.96,"Et vous n'allez pas jusqu'à la Bibliothèque nationale, la nouvelle ?",vous derez page ala bier la la bibliothèque tatiote la nouvenan,You don't have the National Library? No.,"And you don't go to the National Library, the new one?","No, you don’t know what the national library is like."
seg_0505,1592.98,1593.34,0.36,Les tours ?,four,,"And you don't go to the National Library, the new one? No.",He is a man.
seg_0506,1593.34,1593.7,0.36,Non.,nounon,No.,No.,No.
seg_0507,1595.24,1597.94,2026-07-02 00:00:00,"Hostiles ? Trop grands, trop grannes ?",le grand tronars,"Too big, too big, too big.","In style? Too big, too big?",The big too many.
seg_0508,1600.02,1605.18,5.16,"Trop grands. J'aime tellement ces petites rues, ces petites impasses, ces petites...",trop grand jaime telement ces petites rue cet peti tes hempes pas ces petiteux,"I love these little streets, these little impasse, these little...","Too big. I love so much these little streets, these little impasse, these little ...","Too big! I really like these little streets, these little impasses, those little eggs."
seg_0509,1605.18,1610.78,2026-06-05 00:00:00,"Bon, le côté un peu plus tortueux que les grandes avenues dont on voit pas la fin.",bon côté un peu plus tortueux que que les grandes avenues dont on voit pas la fin,I have a more tortuous side than the great avenues that we don't see the end of.,I have a side a little more tortuous than the great avenues that we don't see the end of.,I’m on my side a bit more torture than the great futures that we don’t see end.
seg_0510,1610.78,1616.14,5.36,"Et puis c'est vrai que je trouve quand je passe quand même en voiture samarique,",et puis cest vrai que je trouve quand je pase quand même en voiture sa mariene,"And when I drive, it happens to me.","that we don't see the end of. And then it's true that I find when I still drive in a car, it happens to me, I find that these are empty avenues.",And it’s true that I can find myself even driving... It’s arriving!
seg_0511,1616.34,1618.14,2026-08-01 00:00:00,je trouve que c'est des avenues vides.,trouve que cest des avenues vide,and I think it's empty avenues.,"it happens to me, I find that these are empty avenues.",It is believed that they are empty avenues.
seg_0512,1618.38,1621.78,2026-04-03 00:00:00,"Donc ça, moi, Paris, vide. Au mois d'août, j'apprécie, mais...",ça m'o paris vide au mois d'aoûtd japrécie mais,"Paris is empty, I appreciate it, but...","So that, me, Paris empty ... It's empty. At least in August I appreciate, but ...","Well, that makes me look beautiful, but in August, I was already appreciating, but... but... in August I appreciated."
seg_0513,1622.58,1627.78,2026-02-05 00:00:00,"Je peux pas dire que j'aime des avenues sans trop de monde, donc...",je peux pas dire que jaime des avenues sans trop de monde,I can't say that I like avenues without too many people.,"At least in August I appreciate, but ... I can't say I like avenues ... without too many people, so ...",I can not say that I like avenues without too many people...
seg_0514,1628.3,1630.78,2.48,"Donc dans le 11e, manque les cinémas ?",dans lonzième manque le cinéma,,"So in the 11th, the cinemas are missing?","In the first place, cinemas and movies."
seg_0515,1631.98,1636.06,2026-08-04 00:00:00,"Au niveau associatif, non, je suis pas assez... Voilà.",au niveau asociatif non-je pas sére,"Kindergarten, not nearly that much in terms of association... I'm not ...","At the associative level, no, I'm not quite ... I don't know enough about associations.","On an associative level, I don’t have enough time."
seg_0516,1636.32,1639.08,2.76,Je me tiens pas assez au courant des associations.,je me tiens pas ase au courant des asociaon,I don't really care about associations.,"I don't know enough about associations. In the 11th, I think.","I don’t want to be at the current associations Associations, I can’t wait for the associations."
seg_0517,1639.08,1641.26,2.18,"Dans le 11e, je réfléchis.",undans le onzième je réfléchi,In the eleventh I think...,"In the 11th, I think.","In the eleventh, I reflected."
seg_0518,1641.38,1645.32,3.94,"J'ai des amis qui font pas mal de trucs, et de l'anglais,",r des amis qui font par mal de truc et de langlais,I have friends who do a lot of things and English.,"I have friends who do a lot of stuff, and English,","I have friends who make a lot of British and English, they make a few friends."
seg_0519,1646.16,1649.08,2.92,"et des ateliers d'écriture,",d je pourquoi détruie des ateliers décrite,"I don't know, writing workshops.","and I don't know what, writing workshops, and ...",Are you destroy writing workshops destroy writing ateliers?
seg_0520,1650.46,1654.8,4.34,et l'impression qu'il y a vraiment quand même plein de choses à faire,marcion qui avera mont encord même plétore de choses à faire,I feel like there are still plenty of things to do.,"writing workshops, and ... I have the impression that there are still a lot of things to do",My impression is that it’s still a lot of things to do.
seg_0521,1654.8,1658.1,2026-03-03 00:00:00,"pour ceux qui ont envie même, voilà, yoga.",pour ce quon viv même enfant voilà yuga,"for those who live, even, well, here is yoga.","for those who live, even ... Well, yoga, I have the impression that there are really a lot of things.","Even for those we’re even living for, even at least, even for those who live for. Even! Finally, Yoga, even, Joga, Yogar, even."
seg_0522,1658.36,1660.66,2026-03-02 00:00:00,"J'ai l'impression qu'il y a vraiment beaucoup, beaucoup de choses quand même.",aj apreson qui a varament beaucoup beaucoup de choses quand même,I think there are a lot of things.,"Well, yoga, I have the impression that there are really a lot of things. But maybe you work a lot too?",I really have a lot of things to do with a person even though.
seg_0523,1660.94,1663.08,2.14,Et peut-être que vous travaillez beaucoup aussi ?,peut-être que vous travailiez beaucoup ausi,Maybe you work a lot too.,But maybe you work a lot too?,Maybe you were working a lot as well.
seg_0524,1664.94,1668.18,3.24,"Oui, j'ai tendance à bosser chez moi à l'ordinateur,",oui jatents densuis à boser chez moi lordinateur,"Yes, I tend to work at home on the computer.","Yes, I tend to work at home, on the computer, or ... that's it, not doing things together too much, it's true.","Yes, I have a tendency, yes, to throw at the computer at my house, the computer computer."
seg_0525,1668.18,1672.0,3.82,"ou voilà quoi, pas trop faire des choses en commun, c'est vrai.",eure ou voilà quoi pas-trop faire des choses en comun cest vrai,"or not doing things together too much, that's true.","or ... that's it, not doing things together too much, it's true.","Or whatever, do not do things together too much, that’s true."
seg_0526,1672.18,1674.48,2026-03-02 00:00:00,"Que ce soit le sport, j'ai jamais fait de sport.",ois le sport ou ju n'ai jamais fait le spor,whether it's sport or never done sport.,"Whether it's sports, I've never done sports.","Sports is your sport, or sport where I’ve never played sports."
seg_0527,1676.4,1681.16,4.76,"Vous avez dit que vous ne vouliez peut-être pas suffisamment au courant,",vous avez dit que vous ve nêtes pas sufisament au courant,You said that you were not aware enough...,"You said that you may not know enough,",You said that you might not be lying to your ears enough.
seg_0528,1681.86,1686.06,2026-02-04 00:00:00,"mais comment vous vous tenez au courant, alors, du quartier ?",et coment vont vous tener aux courants alors d quartier,How do you keep us informed about your district?,"but how do you know about the neighborhood? Well, the little newspaper ...",How do you keep yourself in the neighborhood then?
seg_0529,1686.06,1687.18,2026-12-01 00:00:00,"Bah, le petit journal...",bas le petit journal,,"Well, the little newspaper ...",Good small newspaper.
seg_0530,1687.74,1688.6,0.86,Vous le lisez ?,vous lisez,,"You read it? Yes, I was reading it really quickly.",We were reading.
seg_0531,1688.6,1691.1,2026-05-02 00:00:00,"Oui, je le feuillais, vraiment vite fait.",oui je le feuilets loin non vite faire,"Yes, I'm going to do it really quickly.","Yes, I was reading it really quickly.","Yes, I did it in a hard hard fast year."
seg_0532,1694.38,1695.96,1.58,Le parisien ?,le parisien,We're all chill here.,"The Parisian? No, not the Parisian, no.",The Parisian.
seg_0533,1695.96,1698.38,2.42,"Non, pas le parisien, non.",non pas de parisien non,"No, not the Parisian.","No, not the Parisian, no. Then, how do I know about the 11th?","No, not the Parisian? No?"
seg_0534,1699.12,1703.82,2026-07-04 00:00:00,"Après, comment je me tiens au courant dans le 11e ?",rais coment je me tiens au courant dans le onzième,How do I know when I'm in the 11th stitch?,"Then, how do I know about the 11th?","Bacchus in the eleventh, afterwards. (in the elevenst) In the elevennd."
seg_0535,1703.82,1704.96,1.14,Internet ?,avre,Bye!,Internet?,V.
seg_0536,1705.56,1707.16,2026-06-01 00:00:00,"Oui, un peu.",oui un peu,"Yes, a little bit.","Yes, a little.","Yes yes, a bit."
seg_0537,1707.74,1714.36,6.62,"Mais par exemple, pour la fête de la musique, vous tapez 11e musique ?",l est par exemple la fête de la musique tapé oziam musique,"For example, for the music festival, you type 11th music...","But for example, for the music festival, you type 11th music ... No, it's true that I tend to go out and go around,","For example, during the festival of music, you tap on the eleventh music."
seg_0538,1714.36,1718.56,2026-02-04 00:00:00,"Non, c'est vrai que je vais avoir tendance à sortir et à faire le tour,",non cest vrai que je vais avoir tendrance à sortir et à faire le tout,No. It's true that I will tend to go out and do everything.,"No, it's true that I tend to go out and go around,","No.... It’s true, I’m going to have a tendency to go out and turn around."
seg_0539,1718.64,1721.92,3.28,"rue de Charonne, Saint-Antoine, non, je vais faire ça.",rue ciaros ne faubourg saint-antois non jefarsint,"Caron, Antoine, I'm going to do this.","Rue de Charonne, Faubourg Saint-Antoine, no, I'm not going to do that.","Rucarro, Saint Saint- Antoine-Saint Saint-St Saint-Antoun’s Boulevard, Saint-Saint- Antoine... Faubourg Saint- Saint-Cau, Saint St St. Antoine? Four Saint Saint Saint St Saint St. Saint- Et Saint Saint... Saint Sainte- Saint Saint — Saint Saints."
seg_0540,1722.0,1725.62,3.62,Je ne vais pas aller chercher plus loin pour la fête de la musique.,jen vais pas les chercher plus loin pour la fête de la musique,I'm not going to go further to look for it for the music festival.,"I'm not going to look any further for the music festival. I'm not sure where I was, I'm trying to remember.",I am not going to look for them further for the music festival.
seg_0541,1725.96,1728.96,3.0,"Je ne suis même plus où j'étais, j'essaie de me rappeler.",ja socupis où jétais jesaye de me rapeler,"I'm not even where I was, I'm trying to remember.","I'm not sure where I was, I'm trying to remember.","Well, where was I? I tried to remind myself."
